,category_title,tag,koef
0,Детям,солдату,0.1463977718704747
0,Детям,oink,0.14523588479213762
0,Детям,marschieren,0.14523588479213762
0,Детям,sœur,0.14523588479213762
0,Детям,marinaio,0.14523588479213762
0,Детям,patrol,0.14501971975430744
0,Детям,красный,0.1435467283059682
0,Детям,weihnachtsmann,0.1394264494004521
0,Детям,moo,0.1394264494004521
0,Дизайн,ливси,0.7693947839725316
0,Дизайн,zoolander,0.6066381950552653
0,Дизайн,canva,0.5129298559816877
0,Дизайн,меняются,0.45374564182995447
0,Дизайн,доктор,0.39456142767822133
0,Дизайн,iclone,0.36496932060235476
0,Дизайн,мем,0.34852926111576216
0,Дизайн,desire,0.29592107075866597
0,Дизайн,образцовый,0.2811250172207327
0,Дизайн,самец,0.2811250172207327
0,Дизайн,машинки,0.2663289636827994
0,Дизайн,шт.),0.25646492799084386
0,Дизайн,мангалом,0.23235284074384144
0,Дизайн,https://filmmusic.io/standard-license,0.22358480901765873
0,Дизайн,барбекю,0.21342186315321968
0,Дизайн,канва,0.20714474953106618
0,Дизайн,бродилки,0.20714474953106618
0,Дизайн,беседка,0.201664729702202
0,Дизайн,джемете,0.19728071383911067
0,Дизайн,видеообложка,0.19728071383911064
0,Дизайн,ходилки,0.1923486959931329
0,Дизайн,айфон,0.18741667814715512
0,Дизайн,зуландер,0.1775526424551996
0,Дизайн,maker,0.16768860676324407
0,Дизайн,сбн,0.16768860676324407
0,Дизайн,phonk,0.16275658891726633
0,Дизайн,мультики,0.1538789567945063
0,Дизайн,беседки,0.15289255322531076
0,Дизайн,фигма,0.14993334251772408
0,Дизайн,минске,0.1459877282409419
0,Дизайн,mv,0.14467252348201448
0,Дизайн,бабочка,0.13809649968737747
0,Дизайн,kdp,0.13809649968737747
0,Дизайн,лица,0.13123456181471274
0,Дизайн,м²,0.12887298579360087
0,Дизайн,терраццо,0.12823246399542193
0,Дизайн,роблокс,0.12494445209810341
0,Дизайн,оксфорд,0.12330044614944417
0,Дизайн,тату,0.1183684283034664
0,Дизайн,ноября,0.1183684283034664
0,Дизайн,барнаул,0.1183684283034664
0,Дизайн,видеокнига,0.1183684283034664
0,Дизайн,saga,0.1183684283034664
0,Дизайн,развивающие,0.1183684283034664
0,Дизайн,мемов,0.1183684283034664
0,Дизайн,mellow,0.1183684283034664
0,Дизайн,мангал,0.11639562116507529
0,Дизайн,плёнка,0.11590241938047752
0,Дизайн,cinema,0.11260713312055431
0,Дизайн,cube,0.11179240450882937
0,Дизайн,тр,0.11179240450882937
0,Дизайн,4d,0.11121045550045443
0,Дизайн,днем,0.10995498609562197
0,Дизайн,мармок,0.10850439261151086
0,Дизайн,исключительный,0.10521638071419236
0,Дизайн,amazon,0.10357237476553309
0,Дизайн,she,0.10357237476553309
0,Дизайн,tape,0.10192836881687384
0,Дизайн,кныш,0.09864035691955533
0,Дизайн,котел,0.09864035691955533
0,Дизайн,рехау,0.09864035691955533
0,Дизайн,zeoncut,0.09864035691955533
0,Дизайн,rizomuv,0.09864035691955533
0,Дизайн,гуджитсу,0.09864035691955533
0,Дизайн,видеообложку,0.09864035691955533
0,Дизайн,зебра,0.09864035691955532
0,Дизайн,верстка,0.09864035691955532
0,Дизайн,рождения,0.09590577276733005
0,Дизайн,мультфильмы,0.09535234502223681
0,Дизайн,прозрачном,0.09469474264277311
0,Дизайн,минска,0.09387840865447336
0,Дизайн,мгик,0.09206433312491831
0,Дизайн,приколы,0.0907491283659909
0,Дизайн,christmas,0.0907491283659909
0,Дизайн,шитье,0.09018546918359346
0,Дизайн,октябре,0.0887763212275998
0,Дизайн,creator,0.0887763212275998
0,Дизайн,conso,0.0887763212275998
0,Дизайн,silicone,0.0887763212275998
0,Дизайн,шопер,0.0887763212275998
0,Дизайн,duravit,0.0887763212275998
0,Дизайн,гордок,0.0887763212275998
0,Дизайн,малышей,0.08736717327160616
0,Дизайн,1.22,0.0868035140892087
0,Дизайн,теннис,0.08548830933028129
0,Дизайн,ландшафтном,0.08548830933028129
0,Дизайн,grafix,0.08548830933028129
0,Дизайн,who,0.08548830933028129
0,Дизайн,yes,0.08548830933028129
0,Дизайн,figma,0.08384430338162203
0,Дизайн,character,0.08384430338162203
0,Дизайн,отделочных,0.08297394729115537
0,Дизайн,bro,0.08220029743296278
0,Дизайн,прошоу,0.08137829445863316
0,Дизайн,плиссе,0.08055629148430352
0,Дизайн,лстк,0.07891228553564428
0,Дизайн,педикюр,0.07891228553564428
0,Дизайн,000руб,0.07891228553564428
0,Дизайн,параметр,0.07891228553564428
0,Дизайн,roland,0.07891228553564428
0,Животные,horse,0.7645237090696627
0,Животные,dzungarian,0.7293364253886322
0,Животные,manul,0.5368726464666321
0,Животные,2смешные,0.531807810179211
0,Животные,парадеевич,0.5014187924546847
0,Животные,коров),0.4972748354922492
0,Животные,анекдоты,0.4878237055779229
0,Животные,2022_лучши,0.43304350257450036
0,Животные,эдисон,0.38492755784400035
0,Животные,патагонии,0.33427919496978975
0,Животные,53,0.32161710425123713
0,Животные,материнскую,0.31908468610752655
0,Животные,увидеть.onalik,0.28869566838300026
0,Животные,o'z,0.28869566838300026
0,Животные,mehrini,0.28869566838300026
0,Животные,qarang,0.28869566838300026
0,Животные,har,0.28869566838300026
0,Животные,ko'ring.tik,0.28869566838300026
0,Животные,bolasiga,0.28869566838300026
0,Животные,bunaqasi,0.28869566838300026
0,Животные,bo'lavermaydi,0.28869566838300026
0,Животные,albatta,0.28869566838300026
0,Животные,yemay,0.28869566838300026
0,Животные,kuni,0.28869566838300026
0,Животные,o'zini,0.28869566838300026
0,Животные,berdi,0.28869566838300026
0,Животные,ovqatini,0.28869566838300026
0,Животные,top.увидеть,0.28869566838300026
0,Животные,mashamedved,0.28869566838300026
0,Животные,orca,0.26337148694589496
0,Животные,кошки/собаки/птицы,0.26134555243092655
0,Животные,мурлыканье,0.22791763293394757
0,Животные,empires,0.22791763293394757
0,Животные,myth,0.22791763293394757
0,Животные,indie,0.22791763293394757
0,Животные,съев,0.22285279664652652
0,Животные,эдисона,0.2127231240716844
0,Животные,клеточкам,0.2127231240716844
0,Животные,крс,0.2066453205267791
0,Животные,face,0.2025934514968423
0,Животные,artemland,0.2025934514968423
0,Животные,star,0.20056751698187386
0,Животные,капуки,0.19752861520942125
0,Животные,деагостини,0.19752861520942122
0,Животные,furreal,0.19752861520942122
0,Животные,кануки,0.19402219008736052
0,Животные,horses,0.18739894263457912
0,Животные,варроа,0.1857106638721054
0,Животные,даманы,0.18233410634715805
0,Животные,ирл,0.18233410634715805
0,Животные,бархатцы,0.18233410634715805
0,Животные,ля-ля-ля,0.18233410634715805
0,Животные,waist,0.18233410634715805
0,Животные,pretty,0.18233410634715805
0,Животные,пазлы,0.18233410634715805
0,Животные,оливковый,0.18233410634715805
0,Животные,panda,0.17980168820344752
0,Животные,p1000,0.17853547913159226
0,Животные,2.0,0.17220443377231595
0,Животные,крылатка,0.16713959748489488
0,Животные,отдал,0.16713959748489488
0,Животные,коньков,0.16713959748489488
0,Животные,foxes,0.16713959748489488
0,Животные,lucien,0.16713959748489488
0,Животные,кинкажу,0.16713959748489488
0,Животные,stardew,0.16713959748489488
0,Животные,valley,0.16713959748489488
0,Животные,стар,0.16460717934118435
0,Животные,nikon,0.1632002803724563
0,Животные,прополиса,0.16207476119747383
0,Животные,похудения,0.15845702099217304
0,Животные,бвмк,0.15194508862263173
0,Животные,грифовая,0.1519450886226317
0,Животные,hiu,0.1519450886226317
0,Животные,cooking,0.1519450886226317
0,Животные,bolivia,0.1519450886226317
0,Животные,холли,0.1519450886226317
0,Животные,басенджи,0.1519450886226317
0,Животные,https://4lapy.ru/catalog/sobaki/odezh..,0.1519450886226317
0,Животные,узв,0.1519450886226317
0,Животные,чапитоскин,0.15036643835122776
0,Животные,гусят,0.14586728507772642
0,Животные,боливии,0.14586728507772642
0,Животные,boom,0.14586728507772642
0,Животные,всибири,0.14586728507772642
0,Животные,hamster,0.14547934017060485
0,Животные,кошки👉,0.14434783419150013
0,Животные,пуду,0.14434783419150013
0,Животные,cockatoo,0.1418154160477896
0,Животные,лошадь,0.140953316254186
0,Животные,приколы,0.14006405046039358
0,Животные,мурчание,0.13764437439932523
0,Животные,комический,0.13675057976036853
0,Животные,бактриан,0.13675057976036853
0,Животные,гроу,0.13675057976036853
0,Животные,dasypus,0.13675057976036853
0,Животные,люсьен,0.13675057976036853
0,Животные,сваты,0.13675057976036853
0,Животные,лаготто-романьоло,0.13675057976036853
0,Животные,зонт,0.13675057976036853
0,Здоровье,эллиптический,0.5632225914093266
0,Здоровье,micolock,0.481912287719952
0,Здоровье,микоцин,0.4640636844710649
0,Здоровье,виброплатформа,0.4350597041916233
0,Здоровье,батут,0.3982469599907937
0,Здоровье,getsize,0.381513894444962
0,Здоровье,миценил,0.361434215789964
0,Здоровье,экзодермин,0.32796808469830063
0,Здоровье,xros,0.32796808469830063
0,Здоровье,массажное,0.3147182287150707
0,Здоровье,сек.,0.30693223086925514
0,Здоровье,алконоль,0.28780872738830465
0,Здоровье,weex,0.28557765198219376
0,Здоровье,рексатал,0.28111550116997197
0,Здоровье,велотренажер,0.27944219461538883
0,Здоровье,vaporesso,0.27442227495163934
0,Здоровье,проктонол,0.27442227495163934
0,Здоровье,вальгурон,0.26772904873330666
0,Здоровье,экзин,0.26772904873330666
0,Здоровье,микосан,0.261035822514974
0,Здоровье,алкозерокс,0.261035822514974
0,Здоровье,сулеймана,0.24764937007830864
0,Здоровье,алкопрост,0.24764937007830864
0,Здоровье,псорифорт,0.24764937007830864
0,Здоровье,иммуноцинк,0.240956143859976
0,Здоровье,уринастоп,0.2342629176416433
0,Здоровье,артросил,0.2342629176416433
0,Здоровье,шлепанцы,0.2342629176416433
0,Здоровье,кресло,0.23010226350592305
0,Здоровье,ritme,0.22756969142331065
0,Здоровье,диафон,0.22756969142331065
0,Здоровье,ремитазол,0.22756969142331065
0,Здоровье,menurin,0.220876465204978
0,Здоровье,голд,0.220876465204978
0,Здоровье,wizard,0.21418323898664532
0,Здоровье,остеопак,0.21418323898664532
0,Здоровье,неокард,0.21418323898664532
0,Здоровье,artidex,0.21418323898664532
0,Здоровье,клеарин,0.20749001276831266
0,Здоровье,биопотен,0.20079678654997998
0,Здоровье,кардинео,0.20079678654997998
0,Здоровье,иммутен,0.20079678654997998
0,Здоровье,linea,0.19410356033164733
0,Здоровье,harmonica,0.19410356033164733
0,Здоровье,intoxic,0.19410356033164733
0,Здоровье,импрост,0.19410356033164733
0,Здоровье,latte,0.18741033411331465
0,Здоровье,беговая,0.18229198465223675
0,Здоровье,велотренажере,0.18167328306902952
0,Здоровье,варитонус,0.180717107894982
0,Здоровье,fujimo,0.1740238816766493
0,Здоровье,кресла,0.170677268567483
0,Здоровье,диабенот,0.16733065545831666
0,Здоровье,лоравит,0.16733065545831666
0,Здоровье,varikosette,0.16733065545831666
0,Здоровье,alcotaboo,0.16733065545831666
0,Здоровье,orlauf,0.160637429239984
0,Здоровье,rendez,0.160637429239984
0,Здоровье,vous,0.160637429239984
0,Здоровье,samo,0.160637429239984
0,Здоровье,money,0.160637429239984
0,Здоровье,amulet,0.160637429239984
0,Здоровье,дорожка,0.15933143388030932
0,Здоровье,spirit,0.15872507889188894
0,Здоровье,hasttings,0.1546135256434846
0,Здоровье,фульвовую,0.15394420302165132
0,Здоровье,mens,0.15394420302165132
0,Здоровье,defence,0.15394420302165132
0,Здоровье,insulox,0.15394420302165132
0,Здоровье,ксантомы,0.15394420302165132
0,Здоровье,pod,0.15059758991248498
0,Здоровье,tonusfit,0.14725097680331867
0,Здоровье,normaten,0.14725097680331867
0,Здоровье,норматен,0.14725097680331867
0,Здоровье,vidiq,0.14725097680331867
0,Здоровье,swat,0.14488866166743655
0,Здоровье,тренажер,0.14136473530634525
0,Здоровье,мультистанция,0.14055775058498599
0,Здоровье,акваявь,0.1383266751788751
0,Здоровье,urinastop,0.13386452436665333
0,Здоровье,диалюкс,0.13386452436665333
0,Здоровье,дорожке,0.1326475741451383
0,Здоровье,ergonova,0.1301460653564685
0,Здоровье,артлайф,0.12996014240595927
0,Здоровье,venusocks,0.12717129814832065
0,Здоровье,bioline,0.12717129814832065
0,Здоровье,микардин,0.12494022274220977
0,Здоровье,картавость,0.120478071929988
0,Здоровье,fruity,0.120478071929988
0,Здоровье,лоропакс,0.120478071929988
0,Здоровье,diabenot,0.120478071929988
0,Здоровье,kezga,0.120478071929988
0,Здоровье,prabin,0.120478071929988
0,Здоровье,dangol,0.120478071929988
0,Здоровье,stix,0.11378484571165533
0,Здоровье,майтаке,0.11378484571165533
0,Здоровье,снт,0.11155377030554443
0,Здоровье,oxygen,0.10709161949332267
0,Здоровье,орсофит,0.10709161949332266
0,Здоровье,regulator,0.10709161949332266
0,Интервью,эдисон,0.29892956350684186
0,Интервью,вампилове,0.29106299604613545
0,Интервью,эвелон,0.2438635912818973
0,Интервью,oil,0.21239732143907183
0,Интервью,nord,0.21239732143907183
0,Интервью,zho,0.1940419973640903
0,Интервью,bushido,0.1940419973640903
0,Интервью,некоглай,0.17306448413554001
0,Интервью,гурама,0.17306448413554001
0,Интервью,момо,0.14159821429271457
0,Интервью,chipachip,0.14159821429271457
0,Интервью,ваенга,0.14159821429271457
0,Интервью,амк,0.136353835985577
0,Интервью,https://vk.com/id276859545,0.136353835985577
0,Интервью,канги,0.12062070106416425
0,Интервью,omline,0.11887257496178505
0,Интервью,siem,0.11799851191059546
0,Интервью,divine,0.11327857143417165
0,Интервью,зары,0.11013194444988911
0,Интервью,lidea,0.11013194444988911
0,Интервью,пауки,0.11013194444988911
0,Интервью,крайняй,0.11013194444988911
0,Интервью,pyramid,0.10226537698918273
0,Интервью,кети,0.10226537698918273
0,Интервью,рыбальченко,0.10226537698918273
0,Интервью,лабковский,0.09833209325882955
0,Интервью,пвз,0.09439880952847637
0,Интервью,"родину""",0.09439880952847637
0,Интервью,домокур,0.09439880952847637
0,Интервью,гурам,0.09439880952847637
0,Интервью,получателя,0.09282549603633511
0,Интервью,ракета,0.08955784493727245
0,Интервью,воробей,0.08810555555991129
0,Интервью,снежанна,0.08653224206777001
0,Интервью,хабибка,0.08653224206777001
0,Интервью,sventana,0.08653224206777001
0,Интервью,zventa,0.08653224206777001
0,Интервью,типирование,0.08653224206777001
0,Интервью,чест,0.08653224206777001
0,Интервью,честа,0.08653224206777001
0,Интервью,onerpm,0.08653224206777001
0,Интервью,интерсекс,0.08653224206777001
0,Интервью,cheelee,0.08653224206777001
0,Интервью,сода,0.08653224206777001
0,Интервью,сёрчинформ,0.08653224206777001
0,Интервью,treasury,0.08495892857562874
0,Интервью,шульман,0.08391005291420123
0,Интервью,изолента,0.08384366837866783
0,Интервью,vogue,0.08378809062798873
0,Интервью,каха,0.08259895833741683
0,Интервью,rock,0.08181230159134618
0,Интервью,давид,0.0806919116802759
0,Интервью,серго,0.08041380070944283
0,Интервью,вебкам,0.07866567460706364
0,Интервью,капикранян,0.07866567460706364
0,Интервью,м2,0.07866567460706364
0,Интервью,гаврилко,0.07866567460706364
0,Интервью,spiritual,0.07866567460706364
0,Интервью,бушидо,0.07866567460706364
0,Интервью,filatov,0.07866567460706364
0,Интервью,karas,0.07866567460706364
0,Интервью,дст,0.07866567460706364
0,Интервью,лисицыной,0.07866567460706364
0,Интервью,юджин,0.07866567460706364
0,Интервью,архэ»,0.07866567460706364
0,Интервью,архэ,0.07866567460706364
0,Интервью,lubrigard,0.07866567460706364
0,Интервью,откройте,0.07752833955250368
0,Интервью,отар,0.07604348545349485
0,Интервью,wildways,0.0755190476227811
0,Интервью,зара,0.07473239087671046
0,Интервью,сердар,0.07473239087671046
0,Интервью,vsrap,0.07403828198311874
0,Интервью,меньшиков,0.07342129629992607
0,Интервью,https://www.youtube.com/channel/ucy4wvohp7cjxwoo_uidatkg,0.07342129629992607
0,Интервью,запросов/рекламе/спец.предложения,0.07342129629992607
0,Интервью,хлам),0.07342129629992607
0,Интервью,https://www.youtube.com/channel/uc7xdzjd4zkdfc2zqp3lfzhg,0.07342129629992607
0,Интервью,стримы),0.07342129629992607
0,Интервью,vladis.hero@gmail.com,0.07342129629992607
0,Интервью,https://boosty.to/vladizotov,0.07342129629992607
0,Интервью,https://www.twitch.tv/vladizotov,0.07342129629992607
0,Интервью,комерчиских,0.07342129629992607
0,Интервью,https://www.youtube.com/channel/ucu-puvoqm3p_ohvmfmg1-8q,0.07342129629992607
0,Интервью,стримов),0.07342129629992607
0,Интервью,есть),0.07342129629992607
0,Интервью,gg,0.07342129629992607
0,Интервью,https://goodgame.ru/channel/vladizotov,0.07342129629992607
0,Интервью,джабраиль,0.07342129629992607
0,Интервью,group-ib,0.07237242063849855
0,Интервью,гарвард,0.07237242063849855
0,Интервью,оияи,0.07079910714635729
0,Интервью,toptop.ru,0.07079910714635729
0,Интервью,kore,0.07079910714635729
0,Интервью,порнофильмы,0.07079910714635729
0,Интервью,логунова,0.07079910714635729
0,Интервью,beneficiary’s,0.07079910714635729
0,Интервью,траньков,0.07079910714635729
0,Интервью,10w,0.07079910714635729
0,Интервью,латанский,0.07079910714635729
0,Искусство,бравл,0.5822269264290437
0,Искусство,беззубика,0.5332545681312737
0,Искусство,старс,0.4570753441125203
0,Искусство,больна,0.39799757854695644
0,Искусство,кольта,0.3591306275169802
0,Искусство,панду,0.3337375528440625
0,Искусство,верила,0.3210410155076035
0,Искусство,рэпа,0.2902065676904891
0,Искусство,нир,0.28295140349822684
0,Искусство,https://vk.com/id276859545,0.2475824780609485
0,Искусство,василиска,0.2394204183446535
0,Искусство,восточные,0.2371293138628865
0,Искусство,леона,0.23506731982929616
0,Искусство,вампилове,0.22853767205626016
0,Искусство,бит,0.22037561233996514
0,Искусство,с1н,0.19588943319108013
0,Искусство,яростном,0.19588943319108013
0,Искусство,биты,0.1886342689988179
0,Искусство,разлюбишь,0.1813791048065557
0,Искусство,георгиевскую,0.17412394061429345
0,Искусство,лунтика,0.17412394061429345
0,Искусство,лунтик,0.17412394061429345
0,Искусство,высоцкого),0.17412394061429345
0,Искусство,травянский,0.17412394061429345
0,Искусство,live-stream,0.16541774358357877
0,Искусство,мультиков,0.16324119432590012
0,Искусство,кегри,0.16324119432590012
0,Искусство,монсеррат,0.15235844803750678
0,Искусство,хелло,0.15235844803750678
0,Искусство,рамо,0.15235844803750676
0,Искусство,э-ха,0.15235844803750676
0,Искусство,в/ч,0.15235844803750676
0,Искусство,одуванчик,0.14613973587271056
0,Искусство,монтеверди,0.14510328384524454
0,Искусство,фазыл,0.14510328384524454
0,Искусство,империал,0.14147570174911342
0,Искусство,василова,0.14147570174911342
0,Искусство,хадыженск,0.14147570174911342
0,Искусство,чемоданчик,0.14147570174911342
0,Искусство,аллилуйя,0.1404863611774413
0,Искусство,кл,0.13875501517701508
0,Искусство,далёко,0.1378481196529823
0,Искусство,бернини,0.13603432860491677
0,Искусство,https://www.youtube.com/channel/ucy4wvohp7cjxwoo_uidatkg,0.13331364203281842
0,Искусство,запросов/рекламе/спец.предложения,0.13331364203281842
0,Искусство,хлам),0.13331364203281842
0,Искусство,https://www.youtube.com/channel/uc7xdzjd4zkdfc2zqp3lfzhg,0.13331364203281842
0,Искусство,стримы),0.13331364203281842
0,Искусство,vladis.hero@gmail.com,0.13331364203281842
0,Искусство,https://boosty.to/vladizotov,0.13331364203281842
0,Искусство,https://www.twitch.tv/vladizotov,0.13331364203281842
0,Искусство,комерчиских,0.13331364203281842
0,Искусство,https://www.youtube.com/channel/ucu-puvoqm3p_ohvmfmg1-8q,0.13331364203281842
0,Искусство,стримов),0.13331364203281842
0,Искусство,https://goodgame.ru/channel/vladizotov,0.13331364203281842
0,Искусство,вп,0.13059295546072008
0,Искусство,тюльпан,0.13059295546072008
0,Искусство,item,0.13059295546072008
0,Искусство,1шт,0.13059295546072008
0,Искусство,иншот,0.13059295546072008
0,Искусство,хава,0.13059295546072008
0,Искусство,живется,0.13059295546072008
0,Искусство,александрино,0.126965373364589
0,Искусство,beat,0.12623985694536274
0,Искусство,значок,0.12575617933254526
0,Искусство,каприз,0.12575617933254526
0,Искусство,есть),0.12091940320437046
0,Искусство,gg,0.12091940320437046
0,Искусство,резьба,0.12011327384967464
0,Искусство,арочку,0.11971020917232675
0,Искусство,лобовиков,0.11971020917232675
0,Искусство,brawl,0.11971020917232675
0,Искусство,сорокотягин,0.11971020917232675
0,Искусство,китти,0.11971020917232675
0,Искусство,lucien,0.11971020917232675
0,Искусство,tloop,0.11971020917232675
0,Искусство,беймакса,0.11971020917232675
0,Искусство,лесняк,0.11971020917232675
0,Искусство,.............где,0.11971020917232675
0,Искусство,пирожки,0.11971020917232675
0,Искусство,конц,0.11971020917232675
0,Искусство,ворона,0.11872086860065462
0,Искусство,todd,0.11872086860065462
0,Искусство,kanal,0.1186219345434874
0,Искусство,трепалов,0.11608262707619564
0,Искусство,семирадский,0.11608262707619564
0,Искусство,спартака,0.11608262707619564
0,Искусство,https://rutube.ru/channel/27898402/videos,0.11426883602813008
0,Искусство,https://dzen.ru/id/631f4ccff5a1a246bf2ea690,0.11426883602813008
0,Искусство,https://www.donationalerts.com/r/vladizotovtwitch,0.11426883602813008
0,Искусство,батик,0.11426883602813008
0,Искусство,р-н,0.10882746288393341
0,Искусство,одетты,0.10882746288393341
0,Искусство,badcomedian,0.10882746288393341
0,Искусство,стучусь,0.1088274628839334
0,Искусство,украду,0.1088274628839334
0,Искусство,вульва,0.1088274628839334
0,Искусство,хадид,0.1088274628839334
0,Искусство,ой-ся,0.1088274628839334
0,Искусство,мезенская,0.1088274628839334
0,Конкурс Матч ТВ и Rutube,а,0.10128617363344053
0,Конкурс Матч ТВ и Rutube,берченко,0.04501607717041801
0,Конкурс Матч ТВ и Rutube,фильм,0.04155330200346278
0,Конкурс Матч ТВ и Rutube,алексей,0.03751339764201501
0,Конкурс Матч ТВ и Rutube,юрий,0.03751339764201501
0,Конкурс Матч ТВ и Rutube,фурсенко,0.03376205787781351
0,Конкурс Матч ТВ и Rutube,художественный,0.03376205787781351
0,Конкурс Матч ТВ и Rutube,чайка,0.03376205787781351
0,Конкурс Матч ТВ и Rutube,новых,0.03376205787781351
0,Конкурс Матч ТВ и Rutube,сергей,0.030010718113612004
0,Конкурс Матч ТВ и Rutube,матч,0.026259378349410504
0,Конкурс Матч ТВ и Rutube,короткометражный,0.022508038585209007
0,Конкурс Матч ТВ и Rutube,орехова,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,александра,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,зотова,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,анастасия,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,прошлое,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,спринт,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,фидченко,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,дмитрий,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,илья,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,владимир,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,спорт,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,film,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,изгой,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,истории,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,сысоев,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,15,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,кинокомпания,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,образ,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,константин,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,первый,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,здоровый,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,жизни,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,тв,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,футбол,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,мы,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,борьбу,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,песчанокопское,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,фк,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,сухов,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,мини,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,сьемка,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,кто,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,кукла,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,режиссёр,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,чемпион,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,для,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,аджика,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,александр,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,фитнес-клуб,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,века,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,90,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,тренировка,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,м,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,максим,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,охапкин,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,просмотр,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,любят,0.022508038585209004
0,Конкурс Матч ТВ и Rutube,автор,0.018756698821007504
0,Конкурс Матч ТВ и Rutube,документальный,0.018756698821007504
0,Конкурс Матч ТВ и Rutube,2021,0.018756698821007504
0,Конкурс Матч ТВ и Rutube,оператор,0.0180064308681672
0,Конкурс Матч ТВ и Rutube,сценария,0.0180064308681672
0,Конкурс Матч ТВ и Rutube,анна,0.0180064308681672
0,Конкурс Матч ТВ и Rutube,россии,0.016881028938906754
0,Конкурс Матч ТВ и Rutube,режиссер,0.016881028938906754
0,Конкурс Матч ТВ и Rutube,видео,0.016881028938906754
0,Конкурс Матч ТВ и Rutube,подростков,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,бывших,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,жизнь,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,история,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,том,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,звукорежиссер,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,ролях,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,иван,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,герой,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,мария,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,короткометражек,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,просмотров,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,арсений,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,андрей,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,rutube,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,друга,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,конкурса,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,он,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,роли,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,клуб,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,короткометражка,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,монтаж,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,тренер,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,фитнес,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,футбольный,0.015005359056806002
0,Конкурс Матч ТВ и Rutube,розыгрыш,0.011254019292604502
